UF,Municipios,IDH,PIB per capita,Produto Interno Bruto Anual (R$ 1.000),GINI
MG,Mathias Lobato,"0,612",10142.25 ,32729.03,"0,5777"
MG,Matias Barbosa,"0,720",36877.08 ,530476.82,"0,4970"
MG,Matias Cardoso,"0,616",10400.35 ,114923.92,"0,5709"
MG,Matipo,"0,631",20179.73 ,379540.3,"0,4889"
MG,Mato Verde,"0,662",10009.34 ,125196.83,"0,4608"
MG,Matozinhos,"0,731",27209.92 ,1019637.46,"0,4415"
MG,Matutina,"0,707",18254.77 ,68601.43,"0,5982"
MG,Medeiros,"0,711",33119.75 ,124894.6,"0,4673"
MG,Medina,"0,624",10135.73 ,211654.27,"0,5871"
MG,Mendes Pimentel,"0,626",8689.81 ,56014.51,"0,4850"
MG,Merces,"0,664",11118.41 ,119189.35,"0,5890"
MG,Mesquita,"0,656",8085.72 ,45813.69,"0,4773"
MG,Minas Novas,"0,633",9476.24 ,298226.77,"0,5014"
MG,Minduri,"0,658",17800.02 ,69348.86,"0,4902"
MG,Mirabela,"0,665",9323.97 ,126405.03,"0,4864"
MG,Miradouro,"0,663",12062.50 ,129322.05,"0,5215"
MG,Mirai,"0,680",16974.53 ,253141.1,"0,4561"
MG,Miravania,"0,593",7718.63 ,37520.27,"0,4892"
MG,Moeda,"0,638",11827.80 ,58003.55,"0,4385"
MG,Moema,"0,721",15042.17 ,112500.36,"0,3857"
MG,Monjolos,"0,650",12568.70 ,28153.89,"0,4800"
MG,Monsenhor Paulo,"0,721",20368.08 ,176143.13,"0,4054"
MG,Montalvania,"0,613",8741.65 ,131229.65,"0,5439"
MG,Monte Alegre de Minas,"0,674",25230.22 ,529809.3,"0,4905"
MG,Monte Azul,"0,659",9231.80 ,194024.76,"0,5191"
MG,Monte Belo,"0,688",19976.02 ,263283.91,"0,4575"
MG,Monte Carmelo,"0,728",23654.49 ,1127893.33,"0,4979"
MG,Monte Formoso,"0,541",7049.53 ,34465.16,"0,5906"
MG,Monte Santo de Minas,"0,710",18777.47 ,404353.96,"0,4233"
MG,Monte Siao,"0,724",17446.69 ,411200.94,"0,4478"
MG,Montes Claros,"0,770",23323.68 ,9441519.31,"0,5391"
MG,Montezuma,"0,587",8410.77 ,68800.11,"0,4578"
MG,Morada Nova de Minas,"0,696",35287.53 ,311059.58,"0,4569"
MG,Morro da Garca,"0,648",18698.73 ,46522.44,"0,4732"
MG,Morro do Pilar,"0,597",10137.22 ,32550.62,"0,4850"
MG,Munhoz,"0,647",14682.70 ,89050.58,"0,4901"
MG,Muriae,"0,734",19884.40 ,2149761.84,"0,5167"
MG,Mutum,"0,644",14005.07 ,378094.76,"0,4960"
MG,Muzambinho,"0,740",18968.57 ,390638.66,"0,4675"
MG,Nacip Raydan,"0,585",8882.73 ,28593.5,"0,6059"
MG,Nanuque,"0,701",17319.35 ,707305.05,"0,5149"
MG,Naque,"0,675",10708.92 ,74309.22,"0,4389"
MG,Natalandia,"0,671",13825.79 ,45818.68,"0,4083"
MG,Natercia,"0,693",15921.42 ,75324.24,"0,4043"
MG,Nazareno,"0,690",36328.95 ,310794.17,"0,4796"
MG,Nepomuceno,"0,667",17122.86 ,457334.49,"0,4488"
MG,Ninheira,"0,556",8295.37 ,85135.42,"0,5275"
MG,Nova Belem,"0,592",12653.51 ,41187.18,"0,5147"
MG,Nova Era,"0,709",19564.84 ,344478.08,"0,4740"
MG,Nova Lima,"0,813",111562.61 ,10439694.34,"0,6914"
MG,Nova Modica,"0,630",12056.21 ,43727.87,"0,5078"
MG,Nova Ponte,"0,701",74620.35 ,1140198.91,"0,5315"
MG,Nova Porteirinha,"0,641",14062.63 ,105526,"0,4077"
MG,Nova Resende,"0,671",16557.89 ,275026.63,"0,4655"
MG,Nova Serrana,"0,715",23734.99 ,2368040.31,"0,3606"
MG,Nova Uniao,"0,662",14983.42 ,85675.2,"0,4665"
MG,Novo Cruzeiro,"0,571",7531.17 ,235921.39,"0,5383"
MG,Novo Oriente de Minas,"0,555",8641.84 ,92735.57,"0,5621"
MG,Novorizonte,"0,616",9741.35 ,51366.12,"0,4386"
MG,Olaria,"0,636",13610.02 ,24157.79,"0,4222"
MG,Olhos-d'Agua,"0,626",26091.28 ,157017.3,"0,4617"
MG,Olimpio Noronha,"0,674",12167.87 ,33644.15,"0,4065"
MG,Oliveira,"0,699",20643.57 ,857306.67,"0,4580"
MG,Oliveira Fortes,"0,635",14549.75 ,31078.28,"0,4416"
MG,Onca de Pitangui,"0,663",16339.80 ,51372.33,"0,4376"
MG,Oratorios,"0,637",10903.08 ,50666.6,"0,3952"
MG,Orizania,"0,562",10754.73 ,85543.11,"0,5562"
MG,Ouro Branco,"0,764",104169.26 ,4075205.58,"0,5564"
MG,Ouro Fino,"0,722",21284.30 ,712619.5,"0,4623"
MG,Ouro Preto,"0,741",92319.75 ,6831107.8,"0,5109"
MG,Ouro Verde de Minas,"0,595",8223.69 ,48963.87,"0,5188"
MG,Padre Carvalho,"0,599",8739.61 ,55339.21,"0,4454"
MG,Padre Paraiso,"0,596",8605.78 ,172563.1,"0,5510"
MG,Pai Pedro,"0,590",7323.37 ,44555.39,"0,4678"
MG,Paineiras,"0,669",13179.96 ,59441.61,"0,4626"
MG,Pains,"0,728",34678.55 ,286791.63,"0,4676"
MG,Paiva,"0,720",15399.33 ,23637.98,"0,4476"
MG,Palma,"0,703",11024.76 ,72994.94,"0,5087"
MG,Palmopolis,"0,565",8645.79 ,49030.26,"0,4627"
MG,Papagaios,"0,666",16687.48 ,259373.43,"0,5014"
MG,Para de Minas,"0,725",31080.70 ,2893644.37,"0,4348"
MG,Paracatu,"0,744",46629.49 ,4309964.12,"0,5151"
MG,Paraguacu,"0,715",21912.21 ,469315.79,"0,4196"
MG,Paraisopolis,"0,729",23421.67 ,490449.72,"0,4727"
MG,Paraopeba,"0,694",30668.71 ,747549.69,"0,4568"
MG,Passa Quatro,"0,715",22847.44 ,372276.26,"0,4928"
MG,Passa Tempo,"0,687",30063.78 ,243877.38,"0,4979"
MG,Passa Vinte,"0,648",15885.05 ,32532.59,"0,4592"
MG,Passabem,"0,642",11907.69 ,19814.39,"0,4183"
MG,Passos,"0,756",21745.94 ,2478993.26,"0,4978"
MG,Patis,"0,614",7789.61 ,46285.86,"0,4725"
MG,Patos de Minas,"0,765",31066.32 ,4685826.76,"0,5078"
MG,Patrocinio,"0,729",31937.17 ,2875655.08,"0,4991"
MG,Patrocinio do Muriae,"0,682",16031.47 ,90609.89,"0,4936"
MG,Paula Candido,"0,637",10120.90 ,96725.46,"0,4828"
MG,Paulistas,"0,625",9858.29 ,47802.85,"0,5212"
MG,Pavao,"0,627",8360.89 ,70908.75,"0,5296"
MG,Pecanha,"0,627",11123.93 ,195169.43,"0,5304"
MG,Pedra Azul,"0,627",12284.14 ,298737.93,"0,5473"
MG,Pedra Bonita,"0,573",9390.05 ,66340.72,"0,5082"
MG,Pedra do Anta,"0,624",12199.91 ,37819.71,"0,5486"
MG,Pedra do Indaia,"0,708",23192.32 ,92050.31,"0,4170"
MG,Pedra Dourada,"0,655",12302.19 ,30447.92,"0,5455"
MG,Pedralva,"0,675",11640.91 ,130913.72,"0,5591"
MG,Pedras de Maria da Cruz,"0,614",7227.50 ,82776.61,"0,4679"
MG,Pedrinopolis,"0,729",31865.01 ,115542.52,"0,4861"
MG,Pedro Leopoldo,"0,757",22303.14 ,1422695.3,"0,4761"
MG,Pedro Teixeira,"0,637",12307.13 ,22251.29,"0,4185"
MG,Pequeri,"0,694",12999.97 ,43029.88,"0,4430"
MG,Pequi,"0,674",13657.31 ,59805.35,"0,4329"
MG,Perdigao,"0,703",17654.00 ,198589.9,"0,3521"
MG,Perdizes,"0,723",57084.47 ,913865.32,"0,5539"
MG,Perdoes,"0,744",22987.59 ,489428.71,"0,5421"
MG,Periquito,"0,651",12948.20 ,88656.34,"0,4407"
MG,Pescador,"0,656",9177.16 ,38966.24,"0,5331"
MG,Piau,"0,629",28229.62 ,77998.45,"0,4228"
MG,Piedade de Caratinga,"0,612",10611.42 ,89411.83,"0,4673"
MG,Piedade de Ponte Nova,"0,639",11985.44 ,49619.73,"0,3874"
MG,Piedade do Rio Grande,"0,678",14444.54 ,65404.86,"0,4664"
MG,Piedade dos Gerais,"0,626",13024.59 ,64536.83,"0,4856"
MG,Pimenta,"0,686",21948.87 ,189440.66,"0,4547"
MG,Pingo-d'Agua,"0,619",8293.63 ,40589.04,"0,4411"
MG,Pintopolis,"0,594",8037.35 ,60199.72,"0,5477"
MG,Piracema,"0,646",22898.71 ,147032.64,"0,4425"
MG,Pirajuba,"0,723",50576.66 ,305685.32,"0,5324"
MG,Piranga,"0,600",9175.87 ,161660.5,"0,5215"
MG,Pirangucu,"0,685",11935.93 ,65110.52,"0,4668"
MG,Piranguinho,"0,717",12794.62 ,109394.01,"0,4333"
MG,Pirapetinga,"0,709",41809.60 ,448658.85,"0,4774"
MG,Pirapora,"0,731",40566.30 ,2280150.64,"0,5515"
MG,Pirauba,"0,684",14678.81 ,158766.05,"0,3714"
MG,Pitangui,"0,725",18990.87 ,527091.48,"0,4795"
MG,Piumhi,"0,737",25148.18 ,866505.68,"0,4741"
MG,Planura,"0,712",38010.92 ,454914.68,"0,4409"
MG,Poco Fundo,"0,691",18396.85 ,307852.84,"0,4505"
MG,Pocos de Caldas,"0,779",46028.28 ,7645804.45,"0,5056"
MG,Pocrane,"0,626",10590.35 ,90102.72,"0,4667"
MG,Pompeu,"0,689",24764.51 ,782137.62,"0,5352"
MG,Ponte Nova,"0,717",27739.09 ,1653388.61,"0,5173"
MG,Ponto Chique,"0,606",9089.42 ,38511.87,"0,4594"
MG,Ponto dos Volantes,"0,595",7057.18 ,85116.6,"0,5371"
MG,Porteirinha,"0,651",8842.27 ,335564.11,"0,5106"
MG,Porto Firme,"0,634",8101.28 ,90799.13,"0,4663"
MG,Pote,"0,624",8565.81 ,141258.86,"0,4834"
MG,Pouso Alegre,"0,774",51182.28 ,7619096.38,"0,4917"
MG,Pouso Alto,"0,710",37529.17 ,224461.95,"0,6336"
MG,Prados,"0,689",18453.10 ,165690.38,"0,4834"
MG,Prata,"0,695",35235.94 ,975612.65,"0,4389"
MG,Pratapolis,"0,729",17920.31 ,154867.34,"0,4500"
MG,Pratinha,"0,721",25958.91 ,92751.2,"0,5571"
MG,Presidente Bernardes,"0,632",8730.90 ,47129.4,"0,4652"
MG,Presidente Juscelino,"0,614",12331.82 ,45331.77,"0,5721"
MG,Presidente Kubitschek,"0,595",9352.68 ,28095.46,"0,4664"
MG,Presidente Olegario,"0,701",22596.41 ,437850.6,"0,4574"
MG,Prudente de Morais,"0,690",13915.92 ,147912.27,"0,4285"
MG,Quartel Geral,"0,683",15349.08 ,54366.43,"0,4738"
MG,Queluzito,"0,682",14926.12 ,28867.12,"0,4657"
MG,Raposos,"0,730",11291.86 ,183797.64,"0,5235"
MG,Raul Soares,"0,655",13138.70 ,312885.03,"0,5153"
MG,Recreio,"0,692",9663.70 ,101604.19,"0,4779"
MG,Reduto,"0,629",12694.47 ,90194.24,"0,5262"
MG,Resende Costa,"0,685",15789.24 ,180928.88,"0,4852"
MG,Resplendor,"0,670",12808.48 ,222842.02,"0,5531"
MG,Ressaquinha,"0,683",42148.14 ,202226.78,"0,4290"
MG,Riachinho,"0,632",12261.00 ,99780.04,"0,5491"
MG,Riacho dos Machados,"0,627",29972.04 ,284344.75,"0,4462"
MG,Ribeirao das Neves,"0,684",12392.14 ,4102356.55,"0,4080"
MG,Ribeirao Vermelho,"0,737",21423.55 ,86101.26,"0,4373"
MG,Rio Acima,"0,673",18719.75 ,190997.64,"0,4747"
MG,Rio Casca,"0,650",14225.73 ,194309.22,"0,4741"
MG,Rio do Prado,"0,605",7970.68 ,41184.49,"0,5025"
MG,Rio Doce,"0,664",16545.87 ,43002.72,"0,4538"
MG,Rio Espera,"0,602",8684.77 ,48191.78,"0,4858"
MG,Rio Manso,"0,648",14769.81 ,85413.81,"0,4371"
MG,Rio Novo,"0,707",11938.85 ,106745.28,"0,4780"
MG,Rio Paranaiba,"0,709",41984.26 ,516028.51,"0,5104"
MG,Rio Pardo de Minas,"0,624",8931.83 ,274912.83,"0,5320"
MG,Rio Piracicaba,"0,685",39144.44 ,561566.1,"0,4661"
MG,Rio Pomba,"0,714",19070.37 ,340558.65,"0,4736"
MG,Rio Preto,"0,679",9625.22 ,52621.08,"0,5295"
MG,Rio Vermelho,"0,558",8649.64 ,112073.39,"0,5642"
MG,Ritapolis,"0,653",13815.13 ,64212.74,"0,4405"
MG,Rochedo de Minas,"0,684",11483.82 ,26286.47,"0,3875"
MG,Rodeiro,"0,668",49500.09 ,395555.21,"0,4623"
MG,Romaria,"0,708",39476.91 ,140024.6,"0,5473"
MG,Rosario da Limeira,"0,662",10320.69 ,47124.28,"0,4884"
MG,Rubelita,"0,582",9025.35 ,55939.12,"0,5019"
MG,Rubim,"0,609",8319.29 ,85073.02,"0,4906"
MG,Sabara,"0,731",21561.12 ,2919828.87,"0,4693"
MG,Sabinopolis,"0,638",11632.37 ,180592.48,"0,5231"
MG,Sacramento,"0,732",51491.70 ,1338217.92,"0,4481"
MG,Salinas,"0,679",13184.48 ,545165.13,"0,6637"
MG,Salto da Divisa,"0,608",14698.14 ,102989.86,"0,5327"
MG,Santa Barbara,"0,707",26833.95 ,826673.44,"0,4839"
MG,Santa Barbara do Leste,"0,613",11013.70 ,89354.17,"0,4405"
MG,Santa Barbara do Monte Verde,"0,606",15979.18 ,49807.12,"0,5218"
MG,Santa Barbara do Tugurio,"0,637",12978.78 ,57807.48,"0,4207"
MG,Santa Cruz de Minas,"0,706",10772.82 ,92010.69,"0,3938"
MG,Santa Cruz de Salinas,"0,577",8862.03 ,37016.7,"0,4961"
MG,Santa Cruz do Escalvado,"0,625",10909.02 ,52286.93,"0,4597"
MG,Santa Efigenia de Minas,"0,607",10031.52 ,44519.9,"0,4866"
MG,Santa Fe de Minas,"0,615",9998.18 ,38652.97,"0,5377"
MG,Santa Helena de Minas,"0,567",7352.58 ,46652.12,"0,4983"
MG,Santa Juliana,"0,706",55902.26 ,768264.76,"0,4463"
MG,Santa Luzia,"0,715",18272.10 ,3986002.83,"0,4639"
MG,Santa Margarida,"0,610",16369.37 ,263727,"0,6193"
MG,Santa Maria de Itabira,"0,648",15053.07 ,163115.12,"0,4567"
MG,Santa Maria do Salto,"0,613",7802.67 ,40948.43,"0,4477"
MG,Santa Maria do Suacui,"0,640",9499.60 ,138884.13,"0,5459"
MG,Santa Rita de Caldas,"0,690",17534.41 ,157353.77,"0,4322"
MG,Santa Rita de Ibitipoca,"0,630",15173.70 ,52334.09,"0,5147"
MG,Santa Rita de Jacutinga,"0,682",11465.38 ,56237.71,"0,4763"
MG,Santa Rita de Minas,"0,613",11158.66 ,79840.22,"0,4488"
MG,Santa Rita do Itueto,"0,607",16939.71 ,93541.08,"0,4500"
MG,Santa Rita do Sapucai,"0,721",34369.18 ,1469316.9,"0,4942"
MG,Santa Rosa da Serra,"0,705",17017.85 ,56890.68,"0,4704"
MG,Santa Vitoria,"0,710",68299.27 ,1339212.04,"0,4711"
MG,Santana da Vargem,"0,698",19230.58 ,137075.58,"0,4021"
MG,Santana de Cataguases,"0,694",10469.73 ,40339.87,"0,4122"
MG,Santana de Pirapama,"0,628",10945.27 ,84234.79,"0,4258"
MG,Santana do Deserto,"0,651",9918.50 ,39386.38,"0,4672"
MG,Santana do Garambeu,"0,667",12635.48 ,30805.29,"0,5441"
MG,Santana do Jacare,"0,647",16362.02 ,78652.24,"0,4176"
MG,Santana do Manhuacu,"0,621",12888.62 ,111886.08,"0,4831"
MG,Santana do Paraiso,"0,685",19077.44 ,647373.86,"0,4314"
MG,Santana do Riacho,"0,665",14824.43 ,63359.62,"0,5293"
MG,Santana dos Montes,"0,647",8945.38 ,33894.03,"0,4053"
MG,Santo Antonio do Amparo,"0,672",15431.54 ,284464.92,"0,4365"
MG,Santo Antonio do Aventureiro,"0,671",12607.59 ,45412.54,"0,4255"
MG,Santo Antonio do Grama,"0,633",15282.62 ,60167.67,"0,4238"
MG,Santo Antonio do Itambe,"0,558",9201.70 ,35674.99,"0,4796"
MG,Santo Antonio do Jacinto,"0,574",7582.83 ,88544.73,"0,5323"
MG,Santo Antonio do Monte,"0,724",20489.23 ,574804.84,"0,4941"
MG,Santo Antonio do Retiro,"0,570",6863.91 ,49804.52,"0,5951"
MG,Santo Antonio do Rio Abaixo,"0,669",12927.92 ,22882.42,"0,5286"
MG,Santo Hipolito,"0,657",11503.30 ,35763.76,"0,5459"
MG,Santos Dumont,"0,741",20163.48 ,938710.74,"0,5098"
MG,Sao Bento Abade,"0,672",11662.10 ,60876.16,"0,4277"
MG,Sao Bras do Suacui,"0,664",14594.01 ,54304.32,"0,5402"
MG,Sao Domingos das Dores,"0,638",12888.40 ,72561.69,"0,4828"
MG,Sao Domingos do Prata,"0,690",14477.39 ,251805.32,"0,4948"
MG,Sao Felix de Minas,"0,620",11056.35 ,37337.29,"0,4679"
MG,Sao Francisco,"0,638",8995.29 ,505202.64,"0,4525"
MG,Sao Francisco de Paula,"0,660",15103.39 ,98700.65,"0,3891"
MG,Sao Francisco de Sales,"0,688",21469.80 ,133112.77,"0,5311"
MG,Sao Francisco do Gloria,"0,663",11158.51 ,54553.96,"0,4742"
MG,Sao Geraldo,"0,651",16451.74 ,200118.94,"0,4168"
MG,Sao Geraldo da Piedade,"0,600",9044.73 ,36314.59,"0,5563"
MG,Sao Geraldo do Baixio,"0,630",9860.70 ,39077.96,"0,4981"
MG,Sao Goncalo do Abaete,"0,670",32932.42 ,227991.16,"0,4736"
MG,Sao Goncalo do Para,"0,689",19992.67 ,244270.41,"0,4079"
MG,Sao Goncalo do Rio Abaixo,"0,667",337288.81 ,3648790.29,"0,4787"
MG,Sao Goncalo do Rio Preto,"0,640",10660.83 ,33698.88,"0,4367"
MG,Sao Goncalo do Sapucai,"0,715",24300.45 ,615579.1,"0,5280"
MG,Sao Gotardo,"0,736",23553.30 ,827780.63,"0,5173"
MG,Sao Joao Batista do Gloria,"0,724",19889.43 ,147321.02,"0,4537"
MG,Sao Joao da Lagoa,"0,634",8460.92 ,41424.67,"0,4877"
MG,Sao Joao da Mata,"0,653",15662.56 ,43119.03,"0,4016"
MG,Sao Joao da Ponte,"0,569",7861.66 ,198389.12,"0,4828"
MG,Sao Joao das Missoes,"0,529",6314.55 ,81451.38,"0,5225"
MG,Sao Joao del Rei,"0,758",23958.57 ,2147957.7,"0,5258"
MG,Sao Joao do Manhuacu,"0,650",10132.18 ,115912.14,"0,5878"
MG,Sao Joao do Manteninha,"0,640",10116.18 ,58653.62,"0,4430"
MG,Sao Joao do Oriente,"0,648",11237.34 ,84875.62,"0,4496"
MG,Sao Joao do Pacui,"0,625",7675.64 ,33688.37,"0,6465"
MG,Sao Joao do Paraiso,"0,615",9179.02 ,215927.2,"0,4571"
MG,Sao Joao Evangelista,"0,638",10810.67 ,170603.12,"0,5297"
MG,Sao Joao Nepomuceno,"0,708",15048.38 ,395350.94,"0,4224"
MG,Sao Joaquim de Bicas,"0,662",20150.18 ,624434.05,"0,4538"
MG,Sao Jose da Barra,"0,739",75480.47 ,556366.55,"0,5050"
MG,Sao Jose da Lapa,"0,729",20297.82 ,474664.47,"0,4483"
MG,Sao Jose da Safira,"0,583",9057.75 ,38540.72,"0,4783"
MG,Sao Jose da Varginha,"0,704",16672.37 ,82144.77,"0,4909"
MG,Sao Jose do Alegre,"0,717",11995.87 ,50178.71,"0,4773"
MG,Sao Jose do Divino,"0,658",9708.33 ,37522.7,"0,4924"
MG,Sao Jose do Goiabal,"0,666",9865.90 ,53808.6,"0,5289"
MG,Sao Jose do Jacuri,"0,566",9706.27 ,62867.51,"0,4947"
MG,Sao Jose do Mantimento,"0,657",11540.62 ,32025.23,"0,4919"
MG,Sao Lourenco,"0,759",22953.42 ,1044105.05,"0,5170"
MG,Sao Miguel do Anta,"0,644",11099.34 ,76951.73,"0,4470"
MG,Sao Pedro da Uniao,"0,674",19328.74 ,91019.04,"0,4594"
MG,Sao Pedro do Suacui,"0,622",11336.53 ,59981.57,"0,4850"
MG,Sao Pedro dos Ferros,"0,659",14377.98 ,112982.14,"0,4315"
MG,Sao Romao,"0,640",13260.42 ,160968.2,"0,5301"
MG,Sao Roque de Minas,"0,672",29238.25 ,205427.97,"0,4532"
MG,Sao Sebastiao da Bela Vista,"0,692",68401.03 ,373127.64,"0,4342"
MG,Sao Sebastiao da Vargem Alegre,"0,660",16791.98 ,50224.82,"0,4217"
MG,Sao Sebastiao do Anta,"0,607",10022.83 ,64937.9,"0,4555"
MG,Sao Sebastiao do Maranhao,"0,581",7579.42 ,76771.94,"0,5435"
MG,Sao Sebastiao do Oeste,"0,626",60425.52 ,403884.2,"0,4102"
MG,Sao Sebastiao do Paraiso,"0,722",25070.34 ,1766205.38,"0,4736"
MG,Sao Sebastiao do Rio Preto,"0,632",12910.62 ,19624.15,"0,5052"
MG,Sao Sebastiao do Rio Verde,"0,676",12688.72 ,28308.53,"0,4263"
MG,Sao Tiago,"0,662",15526.40 ,169579.35,"0,4477"
MG,Sao Tomas de Aquino,"0,700",17989.39 ,126681.29,"0,4319"
MG,Sao Tome das Letras,"0,667",12957.10 ,91425.31,"0,4017"
MG,Sao Vicente de Minas,"0,715",20991.43 ,161361.12,"0,5282"
MG,Sapucai-Mirim,"0,680",14784.21 ,101552.76,"0,4466"
MG,Sardoa,"0,636",9815.78 ,61211.19,"0,4984"
MG,Sarzedo,"0,734",28322.86 ,908285.82,"0,4641"
MG,Sem-Peixe,"0,654",11308.70 ,30092.45,"0,4442"
MG,Senador Amaral,"0,661",11305.13 ,60505.04,"0,4573"
MG,Senador Cortes,"0,674",13692.48 ,27480.81,"0,5846"
MG,Senador Firmino,"0,644",10326.95 ,80178.47,"0,4386"
MG,Senador Jose Bento,"0,684",14668.87 ,22663.4,"0,4012"
MG,Senador Modestino Goncalves,"0,620",23365.20 ,98344.13,"0,4339"
MG,Senhora de Oliveira,"0,631",11997.84 ,69419.51,"0,4529"
MG,Senhora do Porto,"0,565",10287.35 ,36283.47,"0,4760"
MG,Senhora dos Remedios,"0,626",7872.36 ,82274.03,"0,4464"
MG,Sericita,"0,560",10186.89 ,74557.87,"0,4523"
MG,Seritinga,"0,660",19158.91 ,35405.67,"0,4284"
MG,Serra Azul de Minas,"0,557",7809.86 ,33527.72,"0,5483"
MG,Serra da Saudade,"0,677",23904.53 ,18788.96,"0,3792"
MG,Serra do Salitre,"0,696",41452.35 ,476411.84,"0,5316"
MG,Serra dos Aimores,"0,651",10141.67 ,88080.39,"0,5723"
MG,Serrania,"0,677",17414.29 ,133567.58,"0,4491"
MG,Serranopolis de Minas,"0,633",7422.59 ,35272.17,"0,5356"
MG,Serranos,"0,643",14602.80 ,28767.51,"0,5075"
MG,Serro,"0,656",11074.52 ,232487.49,"0,6597"
MG,Sete Lagoas,"0,760",35933.26 ,8526458.75,"0,5353"
MG,Setubinha,"0,542",7445.42 ,90342.7,"0,5490"
MG,Silveirania,"0,652",12052.32 ,27214.14,"0,4107"
MG,Silvianopolis,"0,699",15179.07 ,94520.08,"0,4721"
MG,Simao Pereira,"0,638",27457.89 ,71720.02,"0,5141"
MG,Simonesia,"0,632",9536.48 ,186228.44,"0,5094"
MG,Sobralia,"0,631",9445.23 ,52836.59,"0,4885"
MG,Soledade de Minas,"0,697",9535.07 ,58278.35,"0,4544"
MG,Tabuleiro,"0,681",13311.92 ,50478.8,"0,4560"
MG,Taiobeiras,"0,670",13049.39 ,441826.39,"0,5166"
MG,Taparuba,"0,645",11122.50 ,34691.08,"0,3994"
MG,Tapira,"0,712",131997.61 ,621840.76,"0,5532"
MG,Tapirai,"0,667",20980.24 ,39421.87,"0,4552"
MG,Taquaracu de Minas,"0,651",11654.31 ,47258.21,"0,4547"
MG,Tarumirim,"0,633",10076.86 ,144603,"0,4812"
MG,Teixeiras,"0,675",12179.61 ,141892.44,"0,5609"
MG,Teofilo Otoni,"0,701",17942.67 ,2516190.29,"0,5853"
MG,Timoteo,"0,770",36154.09 ,3220968.12,"0,4893"
MG,Tiradentes,"0,740",20633.71 ,162717.46,"0,5748"
MG,Tiros,"0,683",30236.46 ,197716.24,"0,5427"
MG,Tocantins,"0,688",16569.31 ,275083.63,"0,4237"
MG,Tocos do Moji,"0,696",12549.69 ,51365.86,"0,4184"
MG,Toledo,"0,661",12033.88 ,74814.61,"0,4013"
MG,Tombos,"0,718",11970.93 ,98173.63,"0,5328"
MG,Tres Coracoes,"0,744",29300.40 ,2312182.17,"0,5655"
MG,Tres Marias,"0,752",84505.37 ,2702819.78,"0,5297"
MG,Tres Pontas,"0,731",23810.73 ,1346401.58,"0,5126"
MG,Tumiritinga,"0,626",8351.16 ,55936.07,"0,4635"
MG,Tupaciguara,"0,719",25776.82 ,650941.99,"0,5047"
MG,Turmalina,"0,682",18784.34 ,371873.5,"0,5058"
MG,Turvolandia,"0,696",20030.16 ,100311.02,"0,4949"
MG,Uba,"0,724",23884.41 ,2729152.62,"0,5044"
MG,Ubai,"0,609",7889.85 ,98354.88,"0,4951"
MG,Ubaporanga,"0,614",9860.17 ,122749.29,"0,4113"
MG,Uberaba,"0,772",44522.83 ,14708608.13,"0,5052"
MG,Uberlandia,"0,789",54801.25 ,37442790.98,"0,5122"
MG,Umburatiba,"0,638",11392.76 ,29917.39,"0,4973"
MG,Unai,"0,736",38850.78 ,3256006.43,"0,5347"
MG,Uniao de Minas,"0,672",25683.97 ,111083.18,"0,4588"
MG,Uruana de Minas,"0,664",15257.09 ,49844.91,"0,5361"
MG,Urucania,"0,633",16470.83 ,170818.99,"0,4131"
MG,Urucuia,"0,619",7926.62 ,131161.73,"0,4704"
MG,Vargem Alegre,"0,631",9936.84 ,64500,"0,4994"
MG,Vargem Bonita,"0,696",20173.45 ,43534.31,"0,3889"
MG,Vargem Grande do Rio Pardo,"0,634",9385.24 ,46804.17,"0,4576"
MG,Varginha,"0,778",40994.76 ,5512852.52,"0,5186"
MG,Varjao de Minas,"0,711",21166.17 ,149665.98,"0,4042"
MG,Varzea da Palma,"0,666",18288.20 ,716403.68,"0,4700"
MG,Varzelandia,"0,594",8142.56 ,157436.39,"0,5144"
MG,Vazante,"0,742",34956.17 ,717894.84,"0,4606"
MG,Verdelandia,"0,584",8984.19 ,83238.49,"0,4558"
MG,Veredinha,"0,632",17406.36 ,99425.11,"0,4346"
MG,Verissimo,"0,667",28604.19 ,113015.15,"0,5029"
MG,Vermelho Novo,"0,612",9553.82 ,46164.06,"0,5316"
MG,Vespasiano,"0,688",19415.59 ,2434249.3,"0,4380"
MG,Vicosa,"0,775",20832.20 ,1630869.9,"0,6128"
MG,Vieiras,"0,668",10482.73 ,38041.84,"0,4314"
MG,Virgem da Lapa,"0,610",8435.13 ,116101.19,"0,4999"
MG,Virginia,"0,651",13312.72 ,115620.99,"0,4741"
MG,Virginopolis,"0,675",14031.09 ,147845.57,"0,4983"
MG,Virgolandia,"0,620",8764.88 ,47505.65,"0,5019"
MG,Visconde do Rio Branco,"0,709",26638.50 ,1122786.09,"0,4941"
MG,Volta Grande,"0,669",16005.97 ,83919.32,"0,5230"
MG,Wenceslau Braz,"0,678",10446.67 ,26722.57,"0,4360"
MS,Agua Clara,"0,670",87307.89 ,1332056.53,"0,5081"
MS,Alcinopolis,"0,711",31805.80 ,167552.94,"0,5473"
MS,Amambai,"0,673",26332.85 ,1025875.19,"0,5628"
MS,Anastacio,"0,663",18115.62 ,455209.36,"0,4811"
MS,Anaurilandia,"0,670",29068.40 ,261412.13,"0,5220"
MS,Angelica,"0,697",77746.34 ,825666.18,"0,4282"
MS,Antonio Joao,"0,643",35058.14 ,311701.9,"0,5604"
